"","id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"59001","",NA,13050,13050,13050," 60 months"," 14.33%",305.89,"C","C5","","n/a","RENT",36275,"Verified","Nov-2015","Current","n",NA,"","debt_consolidation","Debt consolidation","104xx","NY",24.3,2,"Nov-1986",2,6,63,30,1,7799,"14.9%",43,"w",3917.26,3917.26,13756.8,13756.8,9132.74,4624.06,0,0,0,"May-2019",305.89,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,29178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52500,NA,NA,NA,5,1269,20625,23,0,0,149,348,2,2,0,2,18,3,6,0,6,12,12,16,3,28,39,14,30,0,0,0,5,93,22.2,0,1,73879,29178,26800,10732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"112967","",NA,6000,6000,6000," 36 months","  7.89%",187.72,"A","A5","Technician","10+ years","MORTGAGE",55000,"Source Verified","Oct-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","300xx","GA",16.08,0,"Feb-2001",0,NA,79,8,2,6413,"46.8%",17,"w",0,0,6675.397933251,6675.4,6000,675.4,0,0,0,"Nov-2017",2176.7,"","Nov-2018",0,NA,1,"Individual",NA,NA,"",0,0,198679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13700,NA,NA,NA,3,24835,2481,70.8,0,0,176,157,19,8,2,30,NA,8,NA,0,2,3,2,2,8,4,7,3,8,0,0,0,2,100,0,2,0,224394,24725,8500,29045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"202552","",NA,21300,21300,21300," 60 months"," 17.57%",535.91,"D","D4","","n/a","MORTGAGE",48455,"Verified","Jul-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","380xx","TN",15.46,0,"Oct-2001",0,58,NA,8,0,14652,"74%",26,"w",0,0,12841.05,12841.05,6387.54,6453.51,0,0,0,"Aug-2017",535.91,"","May-2019",0,58,1,"Individual",NA,NA,"",0,1150,197832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19800,NA,NA,NA,4,24729,3690,72,0,0,156,165,6,6,5,6,NA,15,NA,1,3,5,3,6,10,6,11,5,8,0,0,0,1,96.2,33.3,0,0,213092,17545,13200,9292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"11497","",NA,10075,10075,10075," 36 months"," 20.99%",379.53,"E","E5","Sterile processor","2 years","OWN",28000,"Verified","Dec-2015","Fully Paid","n",NA,"","small_business","Business","483xx","MI",15.35,0,"Feb-2002",0,NA,83,6,1,5535,"42.9%",31,"w",0,0,13640.9829966982,13640.98,10075,3565.98,0,0,0,"Oct-2018",1123.38,"","Nov-2018",0,NA,1,"Individual",NA,NA,"",0,317,19207,0,1,0,0,43,13672,81,1,3,952,65,12900,0,0,1,3,3201,48,95.2,0,0,166,68,9,9,0,13,NA,9,NA,0,1,3,1,1,25,5,6,3,6,0,0,0,1,100,100,1,0,29735,19207,1000,16835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"401000","",NA,16000,16000,16000," 36 months","  7.49%",497.63,"A","A4","Police Officer","6 years","MORTGAGE",70000,"Not Verified","Jan-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","971xx","OR",16.48,0,"May-2003",0,NA,NA,11,0,27325,"74.1%",19,"w",0,0,16905.6,16905.6,16000,905.6,0,0,0,"Nov-2015",12443.57,"","Jun-2018",0,NA,1,"Individual",NA,NA,"",0,0,169588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36900,NA,NA,NA,4,15417,6175,72.3,0,0,140,138,4,4,1,4,NA,9,NA,0,4,7,5,7,6,8,12,7,11,0,0,0,2,100,20,0,0,201563,44358,22300,26908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"123514","",NA,21000,21000,21000," 36 months","  9.17%",669.46,"B","B2","Analyst","< 1 year","RENT",78000,"Verified","Oct-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","701xx","LA",19.98,0,"Oct-2004",0,39,NA,14,0,17373,"57.9%",18,"w",0,0,24141.939094738,24141.94,21000,3141.94,0,0,0,"Oct-2018",669.35,"","Oct-2018",0,NA,1,"Individual",NA,NA,"",0,0,41448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30000,NA,NA,NA,5,2961,3558,74.6,0,0,131,125,3,3,0,16,39,21,39,0,4,10,4,7,4,10,13,10,14,0,0,0,1,94.4,75,0,0,76837,41448,14000,46837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"91136","",NA,14400,14400,14400," 36 months"," 14.65%",496.72,"C","C5","marketing assistant","1 year","MORTGAGE",45000,"Source Verified","Oct-2015","Fully Paid","n",NA,"","home_improvement","Home improvement","274xx","NC",21.25,0,"Dec-2001",1,35,NA,14,0,4329,"32.5%",26,"w",0,0,18033.8469128352,18033.85,14400,3633.85,0,0,0,"Dec-2018",72.67,"","Dec-2018",0,60,1,"Individual",NA,NA,"",0,11793,72652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13300,NA,NA,NA,6,5189,471,90.2,0,0,166,156,6,6,0,42,60,3,60,1,1,1,1,4,15,4,11,1,14,0,0,0,5,92.3,100,0,0,79046,72652,4800,65746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"346536","",NA,13000,13000,13000," 60 months"," 13.33%",298,"C","C3","csa 2","10+ years","RENT",45000,"Source Verified","Mar-2015","Current","n",NA,"","debt_consolidation","Debt consolidation","431xx","OH",20.93,0,"Nov-1986",0,NA,91,8,1,13711,"52.9%",19,"w",2815.55,2815.55,14890.37,14890.37,10184.45,4705.92,0,0,0,"May-2019",298,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,24885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25900,NA,NA,NA,1,3555,4976,66.6,0,0,130,340,25,24,0,25,NA,24,NA,0,3,5,4,9,4,7,15,5,8,0,0,0,0,100,75,1,0,42900,24885,14900,17000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"37383","",NA,14000,14000,14000," 36 months"," 11.22%",459.81,"B","B5","Doctor of Physical Therapy","6 years","RENT",1e+05,"Verified","Dec-2015","Charged Off","n",NA,"","credit_card","Credit card refinancing","785xx","TX",20.95,0,"Oct-1997",1,NA,NA,16,0,46392,"94.3%",30,"w",0,0,11984.74,11984.74,9630.08,2354.66,0,0,0,"Feb-2018",459.81,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,112109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49200,NA,NA,NA,9,8008,839,97.1,0,0,111,217,11,11,0,11,NA,6,NA,0,6,10,7,8,12,13,18,10,16,0,0,0,4,100,100,0,0,127037,112109,28600,77837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"272360","",NA,7000,7000,7000," 36 months"," 11.53%",230.94,"B","B5","Mail Clerk","1 year","RENT",35000,"Source Verified","May-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","335xx","FL",26.3,1,"Jul-1993",0,13,64,13,4,4300,"32.3%",19,"w",0,0,8309.160093742,8309.16,7000,1309.16,0,0,0,"Jun-2018",230.74,"","Feb-2019",0,13,1,"Individual",NA,NA,"",0,0,21633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13300,NA,NA,NA,5,1803,3350,55.3,0,0,163,262,2,2,0,2,NA,8,NA,1,3,4,4,7,5,11,14,4,13,0,0,1,3,94.7,25,2,0,35227,21633,7500,21927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"254364","",NA,12000,12000,12000," 36 months"," 13.33%",406.24,"C","C3","instructor","10+ years","RENT",60000,"Not Verified","Jun-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","939xx","CA",31.28,1,"Jan-1963",1,16,NA,25,0,18194,"30.3%",43,"f",0,0,4314.41,4314.41,1975.44,859.35,0,1479.62,266.3316,"Jan-2016",406.24,"","Oct-2016",0,67,1,"Individual",NA,NA,"",0,387,49732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60100,NA,NA,NA,7,1989,10793,42.6,0,0,132,629,1,1,0,1,NA,4,16,2,7,17,7,11,8,23,35,17,25,0,0,0,4,86,28.6,0,0,103432,49732,18800,43332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"387329","",NA,14000,14000,14000," 36 months"," 11.44%",461.27,"B","B4","Materials Science Process Engineer","1 year","OWN",70032,"Source Verified","Jan-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","494xx","MI",16.55,0,"May-2008",2,NA,NA,17,0,9285,"32.8%",33,"f",0,0,16307.6501019516,16307.65,14000,2307.65,0,0,0,"Feb-2017",5692.86,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,198158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28300,NA,NA,NA,9,11656,10394,43.2,0,0,77,80,1,1,1,1,NA,2,NA,0,3,4,4,6,20,6,12,4,17,0,0,0,5,100,0,0,0,220206,62494,18300,55676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"334841","",NA,24000,24000,24000," 36 months","  8.18%",754.07,"B","B1","Physician Assistant","10+ years","MORTGAGE",120000,"Source Verified","Mar-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","300xx","GA",9.62,2,"Jan-1981",0,2,NA,11,0,22708,"55%",27,"f",0,0,25881.2300163897,25881.23,24000,1881.23,0,0,0,"May-2016",16854.2,"","May-2019",0,17,1,"Individual",NA,NA,"",0,0,468671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83300,NA,NA,NA,1,42606,18592,55,0,0,108,410,26,7,6,26,2,7,2,0,5,5,6,9,8,7,13,5,11,0,0,1,1,77.8,16.7,0,0,566880,34586,41300,17680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"390392","",NA,8000,8000,8000," 36 months"," 11.99%",265.68,"B","B5","Registered Nurse","6 years","MORTGAGE",70000,"Not Verified","Jan-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","616xx","IL",24.33,0,"Nov-1997",2,NA,NA,13,0,20725,"63.6%",33,"f",0,0,9559.5970299891,9559.6,8000,1559.6,0,0,0,"Jan-2018",266.13,"","Jan-2018",0,NA,1,"Individual",NA,NA,"",0,0,85902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32600,NA,NA,NA,4,7159,327,95.3,0,0,206,195,6,6,2,18,NA,6,NA,0,2,9,2,7,13,10,18,9,13,0,0,0,2,100,100,0,0,148310,36037,7000,46751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"180797","",NA,11200,11200,11200," 60 months"," 14.65%",264.4,"C","C5","Economist","1 year","RENT",51000,"Verified","Aug-2015","Current","n",NA,"","debt_consolidation","Debt consolidation","223xx","VA",24.25,0,"Aug-2007",0,33,NA,15,0,7402,"66.7%",17,"w",3606.22,3606.22,11928.66,11928.66,7593.78,4319.88,15,0,0,"May-2019",264.4,"Jun-2019","Jun-2018",0,NA,1,"Individual",NA,NA,"",0,0,68677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11100,NA,NA,NA,3,4578,1478,83.2,0,0,48,96,5,3,0,48,NA,9,33,0,3,5,6,8,6,8,10,5,15,0,0,0,2,94.1,50,0,0,71245,68677,8800,55500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"86609","",NA,20000,20000,19650," 36 months"," 12.29%",667.06,"C","C1","Sr. Director IT&S","10+ years","OWN",99595,"Not Verified","Oct-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","334xx","FL",15.94,0,"Nov-1986",0,26,67,7,1,5271,"57.9%",23,"f",0,0,23969.5615273239,23550.09,20000,3969.56,0,0,0,"Jul-2018",2637.3,"","May-2019",0,26,1,"Individual",NA,NA,"",0,1522,24749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9100,NA,NA,NA,2,3536,3029,63.5,0,0,347,259,53,1,3,87,NA,NA,60,1,3,3,3,3,12,4,8,3,7,0,0,0,1,91.3,33.3,0,1,62157,24749,8300,53057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"1080","",NA,24000,24000,24000," 60 months"," 16.59%",591.19,"D","D2","Supervisor","10+ years","MORTGAGE",155000,"Not Verified","Dec-2015","Fully Paid","n",NA,"","home_improvement","Home improvement","302xx","GA",16.89,2,"Sep-2004",0,6,NA,9,0,10513,"72.5%",32,"w",0,0,33403.3771104387,33403.38,24000,9403.38,0,0,0,"Feb-2019",12175.84,"","Mar-2019",0,18,1,"Individual",NA,NA,"",0,0,297355,0,3,2,3,7,46239,81,0,4,3550,79,14500,3,0,2,10,33039,3987,72.5,0,0,127,113,15,7,5,20,6,9,6,3,4,4,5,13,9,5,15,4,9,0,0,1,4,82.8,60,0,0,314731,56752,14500,57253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"85464","",NA,12000,12000,12000," 36 months"," 12.29%",400.24,"C","C1","Software Programmer/Analyst","4 years","MORTGAGE",98000,"Not Verified","Oct-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","604xx","IL",16.68,0,"Oct-2000",1,57,NA,9,0,29524,"69.8%",24,"f",0,0,7731.75,7731.75,5120.48,1675.41,0,935.86,168.4548,"Mar-2017",400.24,"","Dec-2018",0,NA,1,"Individual",NA,NA,"",0,0,429767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42300,NA,NA,NA,4,47752,4126,86.6,0,0,111,180,1,1,2,1,NA,2,57,0,4,5,5,13,3,7,19,5,9,0,0,0,4,95.8,80,0,0,447000,47500,30800,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"360405","",NA,12000,12000,12000," 36 months","  8.18%",377.04,"B","B1","Guest Services","10+ years","RENT",33000,"Source Verified","Mar-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","950xx","CA",25.2,0,"Mar-1986",0,NA,NA,5,0,11662,"96.4%",13,"w",0,0,8661.01,8661.01,7324.84,1336.17,0,0,0,"Feb-2017",377.04,"","Jul-2017",0,NA,1,"Individual",NA,NA,"",0,0,22524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12100,NA,NA,NA,2,4505,438,96.4,0,0,347,177,15,15,0,15,NA,0,NA,0,4,4,4,6,5,4,8,4,5,0,0,0,0,100,100,0,0,39473,22524,12100,27373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"145458","",NA,6000,6000,6000," 36 months"," 12.29%",200.12,"C","C1","Care Giver","< 1 year","RENT",32000,"Source Verified","Sep-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","180xx","PA",17.78,0,"Jan-1971",4,NA,38,15,1,10839,"64.1%",39,"f",0,0,7196.0408056835,7196.04,6000,1196.04,0,0,0,"Sep-2018",200.03,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,37,10839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16900,NA,NA,NA,8,774,1295,87.3,0,0,108,511,1,1,4,5,NA,1,NA,0,5,12,5,13,3,14,30,12,15,0,0,0,3,100,80,1,0,16900,10839,10200,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"381510","",NA,23000,23000,23000," 60 months"," 13.66%",531.13,"C","C3","Systems Analyst","10+ years","RENT",65000,"Source Verified","Feb-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","104xx","NY",19.98,0,"Jun-1976",0,NA,NA,9,0,11219,"67.2%",20,"w",0,0,28162.4391327744,28162.44,23000,5162.44,0,0,0,"Jan-2017",16965.07,"","Apr-2019",0,NA,1,"Individual",NA,NA,"",0,0,32119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16700,NA,NA,NA,4,3569,4669,67.6,0,0,88,463,13,8,0,13,NA,14,NA,0,5,6,5,11,5,6,14,6,9,0,0,0,1,100,60,0,0,40566,32119,14400,21168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"210558","",NA,18000,18000,18000," 36 months"," 11.53%",593.83,"B","B5","Sr Operations Manager","2 years","MORTGAGE",102000,"Verified","Jul-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","335xx","FL",23.36,1,"Dec-2000",0,6,NA,12,0,3850,"80.2%",51,"f",0,0,19450.9000014677,19450.9,18000,1450.9,0,0,0,"May-2016",14729.09,"","Jan-2018",0,NA,1,"Individual",NA,NA,"",0,0,300146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4800,NA,NA,NA,5,25012,411,88.3,0,0,125,175,14,5,4,131,6,5,6,0,1,3,1,20,14,3,33,3,12,0,0,0,2,96.1,100,0,0,330635,63279,3500,85419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"29446","",NA,13000,13000,13000," 36 months","  6.89%",400.75,"A","A3","Education Specialist","< 1 year","MORTGAGE",97000,"Source Verified","Dec-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","774xx","TX",17.13,1,"Aug-2002",0,18,NA,9,0,13491,"63.6%",40,"f",0,0,14170.4405865648,14170.44,13000,1170.44,0,0,0,"Aug-2017",6531.32,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,296626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21200,NA,NA,NA,3,32958,349,89.1,0,0,151,160,11,5,5,36,NA,6,18,0,1,4,1,10,15,5,20,4,9,0,0,0,2,97.5,100,0,0,331294,60068,3200,72550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"54584","",NA,24875,24875,24875," 60 months"," 18.49%",638.32,"E","E2","Gen Foremen","10+ years","MORTGAGE",81000,"Verified","Nov-2015","Charged Off","n",NA,"","debt_consolidation","Debt consolidation","980xx","WA",24.07,0,"Jun-1997",1,68,NA,11,0,9066,"72.5%",44,"w",0,0,19437.75,19437.75,9214.95,9358.96,63.84,800,144,"May-2018",638.32,"","May-2019",0,68,1,"Individual",NA,NA,"",0,0,301537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,NA,6,27412,577,93.4,0,0,127,221,3,3,3,3,68,3,68,2,4,5,4,12,18,6,23,5,11,0,0,0,1,88.6,75,0,0,325960,60770,8700,66460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"348951","",NA,20000,20000,20000," 36 months","  5.93%",607.81,"A","A1","Portfolio Manager ","8 years","MORTGAGE",52000,"Source Verified","Mar-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","476xx","IN",16.43,0,"Oct-2003",0,NA,NA,28,0,17062,"16.9%",50,"w",0,0,21890.3073074427,21890.31,20000,1890.31,0,0,0,"Mar-2018",567.36,"","Mar-2018",0,NA,1,"Individual",NA,NA,"",0,0,204603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101100,NA,NA,NA,5,8525,73850,18.2,0,0,121,137,3,3,8,3,NA,10,NA,0,6,7,14,19,8,25,34,7,28,0,0,0,4,100,0,0,0,304000,19936,90300,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"233671","",NA,17500,17500,17475," 60 months","  8.18%",356.35,"B","B1","mason tender","10+ years","RENT",62000,"Verified","Jul-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","953xx","CA",7.57,0,"Jun-1996",0,47,NA,14,0,9203,"26.4%",29,"f",0,0,18175.38,18149.42,17500,675.38,0,0,0,"Dec-2015",16765.89,"","Feb-2019",0,47,1,"Individual",NA,NA,"",0,0,13549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34900,NA,NA,NA,8,968,22917,28.2,0,0,145,228,2,2,3,2,NA,8,NA,1,6,8,11,16,2,13,24,8,14,0,0,0,2,96.6,18.2,0,0,44960,13549,31900,10060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"131496","",NA,10000,10000,10000," 60 months","  7.89%",202.24,"A","A5","Nursing Supervisor","10+ years","MORTGAGE",89000,"Not Verified","Sep-2015","Current","n",NA,"","major_purchase","Major purchase","982xx","WA",20.34,0,"Mar-2002",1,NA,NA,9,0,2571,"6.3%",21,"f",3061.78,3061.78,8889.79,8889.79,6938.22,1951.57,0,0,0,"May-2019",202.24,"Jun-2019","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,49387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41000,NA,NA,NA,3,5487,31929,7.5,0,0,162,100,10,6,0,27,NA,5,NA,0,2,2,4,4,14,5,7,2,9,0,0,0,2,100,0,0,0,110730,49387,34500,69730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"370085","",NA,20000,20000,20000," 36 months","  7.89%",625.72,"A","A5","IT Director","10+ years","MORTGAGE",125000,"Source Verified","Mar-2015","Fully Paid","n",NA,"","debt_consolidation","Debt consolidation","891xx","NV",24.52,0,"Aug-1991",2,NA,NA,28,0,165993,"41.8%",56,"f",0,0,22472.6063467783,22472.61,20000,2472.61,0,0,0,"Oct-2017",3696.63,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,306492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232700,NA,NA,NA,16,11352,15171,54.6,0,0,152,282,6,2,2,6,NA,6,NA,0,9,14,11,23,14,23,39,14,28,0,0,0,8,100,27.3,0,0,397513,190701,33400,31538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
"138993","",NA,25000,25000,25000," 36 months","  9.17%",796.98,"B","B2","Landscape Supervisor","5 years","RENT",56000,"Not Verified","Sep-2015","Fully Paid","n",NA,"","credit_card","Credit card refinancing","840xx","UT",28.93,0,"Nov-2002",0,38,NA,6,0,26692,"45.1%",15,"w",0,0,27997.1729502456,27997.17,25000,2997.17,0,0,0,"Nov-2017",1110.09,"","May-2019",0,NA,1,"Individual",NA,NA,"",0,0,72320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59200,NA,NA,NA,2,12053,31108,46.2,0,0,87,154,12,3,3,12,NA,NA,38,0,3,3,4,7,2,5,10,3,6,0,0,0,2,93.3,25,0,0,106253,72320,57800,47053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,"N","","","",NA,NA,NA
