"","Product_ID","User_ID","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","TC_Code","Product_Category_1","Product_Category_2","Product_Category_3","Purchase"
"292930","P00304642",1003196,"F","18-25",4,"C","4+",0,12,2,14,15,6480
"154789","P00123742",1005916,"M","51-55",20,"B","1",1,12,11,NA,NA,5966
"295732","P00113242",1003605,"M","18-25",12,"A","2",0,38,1,6,8,19414
"328428","P00184942",1002595,"M","18-25",4,"B","1",0,38,1,8,17,19334
"164871","P00143142",1001455,"F","46-50",0,"B","1",1,18,8,14,NA,9782
"160484","P00053042",1000832,"M","18-25",2,"C","4+",0,14,5,14,16,6887
"89622","P00362342",1001790,"M","26-35",0,"C","1",0,16,5,NA,NA,8654
"173974","P00270542",1002918,"M","26-35",12,"B","2",0,22,1,6,8,11470
"10785","P00179342",1001647,"M","18-25",18,"B","0",0,6,11,NA,NA,3228
"297972","P00114842",1003885,"M","26-35",12,"B","4+",1,16,5,NA,NA,8757
"315337","P00366842",1000629,"F","0-17",10,"C","2",0,12,8,NA,NA,5820
"238185","P00102642",1000760,"M","55+",15,"A","4+",1,6,4,8,9,2760
"531777","P00045842",1003881,"M","18-25",2,"B","1",1,10,5,14,NA,5222
"395929","P00058042",1000977,"M","26-35",2,"C","0",0,18,8,16,NA,9861
"515123","P00356042",1001340,"M","26-35",7,"A","2",0,8,1,15,NA,4518
"294941","P00037442",1003500,"M","36-45",7,"C","1",1,2,18,NA,NA,782
"355860","P00197542",1000854,"F","26-35",16,"B","1",0,10,5,NA,NA,5340
"93332","P00250642",1002352,"M","51-55",13,"B","1",1,2,11,NA,NA,1554
"127706","P00147942",1001670,"F","55+",13,"C","1",1,36,1,16,NA,19093
"362303","P00076542",1001757,"M","26-35",4,"B","4+",0,2,4,5,9,749
"130243","P00324542",1002010,"M","18-25",4,"B","0",0,4,5,8,NA,1863
"431359","P00057342",1000403,"M","18-25",4,"A","2",0,6,4,5,NA,2822
"73776","P00214642",1005364,"F","26-35",3,"A","3",0,6,11,13,16,3201
"104813","P00201442",1004132,"M","26-35",17,"C","2",0,30,1,6,8,15326
"480466","P00294442",1001960,"M","46-50",7,"B","3",1,6,3,4,12,3037
"263074","P00265242",1004480,"M","26-35",0,"B","1",0,16,5,8,NA,8673
"426467","P00129342",1005659,"M","26-35",0,"C","3",1,22,1,5,15,11513
"181285","P00002142",1003992,"M","26-35",4,"B","1",0,16,1,5,8,7836
"62047","P00205142",1003563,"M","26-35",2,"A","3",0,14,8,NA,NA,7795
"493446","P00189242",1003974,"M","36-45",0,"C","1",1,6,5,NA,NA,3582
"265261","P00216742",1004834,"F","46-50",9,"C","1",1,10,5,NA,NA,5445
"350712","P00002942",1006030,"M","26-35",17,"C","1",1,30,2,15,NA,15878
"186140","P00255842",1004710,"F","36-45",16,"B","2",0,32,16,NA,NA,16593
"380178","P00144242",1004465,"M","18-25",4,"A","1",1,4,5,14,NA,1938
"228844","P00110942",1005287,"M","26-35",8,"C","0",0,36,1,2,NA,18978
"303426","P00179642",1004713,"M","26-35",17,"C","1",0,4,11,NA,NA,1646
"86993","P00116742",1001420,"M","18-25",4,"C","3",0,14,11,NA,NA,7408
"74655","P00018042",1005511,"M","46-50",1,"B","1",1,32,15,16,NA,16982
"233687","P00130642",1006036,"F","26-35",15,"B","4+",1,10,11,16,NA,4694
"299409","P00218442",1004079,"M","36-45",17,"B","3",1,30,1,NA,NA,15638
"294009","P00282242",1003367,"M","51-55",16,"A","1",1,14,5,8,17,6998
"381089","P00214942",1004593,"F","46-50",1,"B","0",1,16,8,NA,NA,8057
"429497","P00249542",1000119,"F","0-17",10,"C","1",0,22,1,5,15,11576
"234681","P00118742",1000175,"F","26-35",2,"B","1",0,18,5,11,NA,8886
"236836","P00303942",1000536,"M","26-35",20,"C","1",0,4,8,13,NA,2211
"495826","P00119442",1004335,"M","36-45",0,"B","3",0,14,5,NA,NA,7078
"519610","P00348742",1001974,"M","36-45",17,"B","1",0,24,16,NA,NA,12674
"226158","P00296442",1004839,"F","51-55",6,"B","4+",1,4,5,8,NA,1815
"120059","P00201442",1000543,"M","26-35",5,"B","4+",1,38,1,6,8,19368
"502932","P00018142",1005483,"F","26-35",6,"B","3",0,4,5,NA,NA,1827
"468547","P00269542",1000165,"M","18-25",16,"A","1",0,14,11,15,NA,7464
"404259","P00307542",1002126,"M","55+",14,"C","0",1,22,1,15,NA,11695
"120589","P00034042",1000646,"M","36-45",7,"C","2",0,36,1,2,16,19233
"404690","P00052842",1002201,"M","55+",20,"C","3",1,28,10,15,NA,14413
"136238","P00119342",1003049,"F","51-55",0,"C","0",1,36,10,13,NA,18952
"151972","P00174442",1005492,"M","18-25",4,"A","4+",1,18,5,NA,NA,8898
"25549","P00016842",1003934,"M","26-35",0,"B","2",0,8,1,2,15,4119
"180216","P00205642",1003829,"F","26-35",1,"B","1",0,14,5,8,NA,7115
"69152","P00105142",1004561,"F","26-35",9,"C","2",1,30,1,2,15,15808
"320728","P00307542",1001399,"M","18-25",17,"C","1",0,30,1,15,NA,15483
"442993","P00063342",1002110,"M","51-55",11,"C","3",0,30,1,2,9,15879
"245560","P00148542",1001806,"M","18-25",4,"B","1",0,30,1,16,17,15391
"88742","P0095742",1001676,"M","18-25",4,"B","4+",0,4,4,5,NA,2176
"368181","P00197342",1002740,"M","46-50",17,"B","1",1,8,1,2,NA,4178
"85825","P00102242",1001255,"M","26-35",17,"A","4+",0,12,8,12,NA,5886
"121015","P00032042",1000710,"M","26-35",20,"A","4+",0,22,1,2,15,11527
"270952","P00145742",1005755,"F","36-45",2,"B","1",0,22,1,2,NA,11933
"198513","P00179442",1000669,"M","26-35",17,"B","2",0,12,11,NA,NA,6023
"478957","P00129342",1001746,"M","26-35",4,"C","1",1,30,1,5,15,15246
"221725","P00016542",1004148,"F","36-45",7,"C","3",0,24,1,6,16,11966
"48620","P00319242",1001449,"M","36-45",20,"A","1",1,8,8,NA,NA,3982
"335245","P00054042",1003643,"M","26-35",17,"C","1",0,6,18,NA,NA,3029
"505393","P00121342",1005847,"F","18-25",4,"B","2",0,36,1,5,18,19144
"15917","P00319042",1002436,"M","26-35",7,"B","2",0,16,5,NA,NA,8823
"161523","P00237542",1001010,"M","26-35",0,"A","1",0,36,1,15,16,19162
"120449","P00173842",1000610,"M","26-35",4,"B","1",0,8,1,2,15,4155
"67243","P00129342",1004294,"M","0-17",10,"C","0",0,16,1,5,15,7905
"166329","P00226542",1001680,"M","26-35",20,"A","3",1,22,1,5,NA,11709
"137999","P00004742",1003349,"F","18-25",4,"B","1",0,38,6,16,NA,19945
"366701","P00058342",1002444,"F","46-50",4,"B","1",1,20,3,4,NA,10890
"213394","P00242542",1002974,"M","18-25",4,"A","0",0,10,5,8,14,5161
"184677","P00344442",1004473,"M","36-45",1,"B","3",0,10,5,8,14,5199
"510099","P00327942",1000601,"F","18-25",20,"B","3",1,6,5,NA,NA,3574
"3984","P00022942",1000655,"F","26-35",2,"B","2",0,6,5,8,NA,3444
"480361","P00145042",1001942,"M","36-45",5,"B","1",1,8,1,2,5,4533
"93025","P00366542",1002276,"M","55+",13,"C","1",1,16,5,NA,NA,8588
"98875","P00110742",1003336,"M","36-45",17,"B","2",1,38,1,2,8,19563
"419632","P00198142",1004510,"M","46-50",7,"A","4+",1,30,2,4,9,16075
"193735","P00058642",1005916,"M","51-55",20,"B","1",1,4,18,NA,NA,2313
"413847","P00211142",1003693,"M","26-35",15,"B","1",1,14,5,NA,NA,7016
"501687","P00283942",1005282,"F","18-25",4,"B","1",1,4,5,NA,NA,2044
"448293","P00000742",1003065,"F","18-25",4,"A","2",0,14,5,14,NA,6971
"177236","P00100542",1003445,"F","36-45",20,"C","1",0,40,16,NA,NA,20392
"294147","P00128742",1003391,"M","18-25",4,"A","0",0,22,1,NA,NA,11799
"111989","P00208342",1005276,"F","26-35",4,"B","1",1,38,1,16,NA,19575
"322544","P00308342",1001671,"M","36-45",0,"B","2",0,10,5,8,NA,5321
"33391","P00101842",1005113,"M","26-35",0,"A","3",1,24,6,16,NA,12659
"234306","P00180542",1000123,"M","36-45",9,"B","4+",1,6,11,NA,NA,3228
"445272","P00289342",1002560,"F","46-50",6,"C","1",1,16,5,8,14,8676
"39548","P00142942",1000060,"M","51-55",1,"C","1",1,36,1,2,16,19113
"328577","P00352142",1002627,"M","26-35",1,"B","2",1,22,1,6,16,11947
"46691","P00348242",1001181,"M","36-45",7,"A","3",1,12,8,NA,NA,6022
"199504","P00010742",1000818,"M","18-25",4,"C","2",0,30,1,8,17,15309
"223891","P00344042",1004482,"F","36-45",1,"A","1",0,4,18,NA,NA,2392
"465035","P00063342",1005634,"M","26-35",14,"A","3",1,38,1,2,9,19454
"337420","P00110442",1003940,"M","36-45",20,"B","3",1,32,7,NA,NA,16690
"45140","P00348542",1000977,"M","26-35",2,"C","0",0,14,1,16,NA,7706
"434342","P00046742",1000890,"M","18-25",4,"C","4+",0,38,1,2,15,19306
"339202","P00328442",1004193,"M","55+",13,"C","1",0,14,5,14,NA,6958
"70455","P00241542",1004800,"M","18-25",4,"A","1",0,24,1,6,NA,12080
"281694","P00268442",1001399,"M","18-25",17,"C","1",0,16,8,17,NA,7866
"322182","P00277842",1001624,"M","26-35",0,"B","1",1,14,1,NA,NA,7687
"43620","P00277442",1000732,"M","26-35",7,"B","4+",0,16,1,6,15,7877
"378567","P00147742",1004243,"M","55+",7,"C","2",1,30,1,16,NA,15591
"370415","P00312842",1003075,"F","26-35",11,"C","2",1,24,16,NA,NA,12298
"401534","P00286842",1001753,"M","36-45",6,"B","3",0,16,5,8,NA,8670
"54471","P00233642",1002304,"M","46-50",12,"B","2",1,16,1,15,NA,7913
"62185","P00110842",1003588,"M","26-35",2,"B","4+",0,38,1,2,5,19587
"331052","P00224342",1003031,"M","18-25",4,"A","3",0,4,8,NA,NA,1996
"327928","P00307342",1002502,"M","55+",13,"B","4+",1,20,8,NA,NA,9975
"173471","P00032842",1002854,"F","18-25",4,"B","1",0,12,8,NA,NA,5863
"342276","P00065242",1004658,"M","26-35",4,"B","3",1,20,2,3,4,9981
"387022","P00112542",1005554,"M","26-35",1,"B","1",0,38,1,11,15,19365
"350555","P00113342",1006002,"M","51-55",0,"C","1",1,24,1,8,17,11992
"163608","P00286842",1001285,"M","36-45",4,"A","0",1,14,5,8,NA,6859
"322867","P00161442",1001705,"F","18-25",4,"C","2",0,14,5,14,NA,7182
"96390","P00283942",1002931,"M","18-25",4,"B","2",0,10,5,NA,NA,5236
"416489","P00017842",1004062,"M","26-35",7,"C","1",0,32,16,NA,NA,16595
"332179","P00177742",1003217,"F","36-45",0,"A","0",0,8,8,NA,NA,4253
"420985","P00010742",1004759,"F","51-55",0,"C","1",1,14,1,8,17,7619
"16695","P00053842",1002589,"M","26-35",0,"C","3",0,6,4,5,12,2737
"418721","P00114042",1004408,"F","46-50",2,"B","1",1,14,5,14,NA,6921
"289701","P00184942",1002656,"M","55+",13,"C","2",1,30,1,8,17,15797
"271953","P00086042",1005903,"M","26-35",11,"C","1",1,20,8,14,17,10071
"420513","P00192842",1004675,"F","18-25",4,"A","2",0,16,5,14,NA,8702
"175508","P00003642",1003184,"F","26-35",18,"C","2",1,18,8,NA,NA,9835
"473623","P00134042",1001010,"M","26-35",0,"A","1",0,4,5,17,NA,2000
"406871","P00163842",1002641,"M","26-35",6,"C","1",1,16,8,NA,NA,7868
"43741","P0093942",1000752,"F","26-35",3,"A","3",0,4,8,16,NA,1985
"446187","P00116742",1002751,"F","26-35",16,"C","3",1,12,11,NA,NA,5891
"444033","P00127342",1002291,"M","46-50",1,"C","2",1,30,1,2,15,15388
"451236","P00196642",1003518,"F","18-25",7,"A","2",0,12,8,14,NA,6195
"334418","P00193942",1003528,"M","36-45",5,"C","1",0,4,11,NA,NA,1687
"356968","P00235942",1001029,"M","26-35",0,"B","0",0,4,11,15,16,1764
"163082","P00001642",1001203,"F","26-35",1,"A","3",0,16,8,16,NA,7847
"307208","P00251342",1005348,"M","18-25",5,"B","1",0,10,5,11,NA,5402
"11682","P00117442",1001753,"M","36-45",6,"B","3",0,18,5,14,NA,8869
"220132","P00108542",1003937,"M","55+",2,"C","2",1,14,5,8,14,7111
"43186","P00079142",1000669,"M","26-35",17,"B","2",0,12,11,NA,NA,5941
"337937","P00159542",1004007,"M","36-45",12,"A","1",1,36,10,15,16,18750
"530288","P00048442",1003688,"M","18-25",6,"B","1",0,16,5,14,NA,8598
"159323","P00073842",1000652,"M","18-25",20,"C","3",0,30,1,15,17,15907
"450834","P00355142",1003474,"M","36-45",11,"C","4+",1,30,1,15,NA,15763
"28202","P00269642",1004306,"M","46-50",7,"C","1",1,12,11,16,NA,6083
"396337","P00251242",1001038,"F","55+",15,"C","2",1,14,5,11,NA,6942
"332763","P00163542",1003308,"F","18-25",20,"B","3",1,18,2,4,5,9678
"184939","P00110742",1004506,"M","51-55",16,"B","2",0,38,1,2,8,19646
"478278","P00118242",1001658,"F","36-45",6,"B","2",0,16,5,8,NA,8791
"59758","P00044142",1003246,"F","36-45",1,"B","1",1,16,8,16,NA,7891
"311391","P00280442",1005996,"F","26-35",0,"B","1",1,12,11,NA,NA,6135
"34756","P00221242",1005364,"F","26-35",3,"A","3",0,16,1,17,NA,7986
"385645","P00020342",1005359,"M","18-25",16,"B","3",0,16,1,2,NA,8184
"499002","P00326942",1004821,"M","18-25",19,"C","1",0,14,5,14,NA,7124
"527880","P00115542",1003380,"M","51-55",0,"B","2",1,16,8,NA,NA,8046
"160989","P00126242",1000918,"F","46-50",1,"C","1",0,20,2,4,5,9969
"358687","P00365242",1001252,"M","55+",13,"C","3",0,14,5,8,NA,7053
"219805","P00005042",1003882,"M","55+",14,"C","1",1,32,6,16,NA,16420
"325260","P00110842",1002036,"F","26-35",14,"B","1",0,36,1,2,5,19074
"98854","P00212942",1003329,"M","51-55",18,"B","1",1,10,5,NA,NA,5366
"340040","P00270942",1004327,"M","36-45",17,"B","1",0,30,1,2,15,15658
"181868","P00088342",1004054,"M","36-45",3,"B","1",0,16,8,14,NA,7851
"408669","P00305042",1002926,"F","18-25",2,"B","1",0,6,11,13,16,3208
"152991","P00241042",1005643,"F","36-45",1,"A","3",1,16,8,NA,NA,7925
"72392","P00343042",1005112,"M","36-45",13,"B","1",0,10,5,18,NA,5244
"304665","P00283942",1004922,"M","18-25",17,"C","1",0,14,5,NA,NA,6926
"153972","P00278042",1005795,"M","26-35",1,"A","1",1,22,1,NA,NA,11492
"72250","P0098742",1005100,"M","51-55",6,"B","1",1,20,8,NA,NA,10021
"208617","P00239842",1002106,"F","18-25",20,"A","3",1,10,5,8,NA,5250
"208039","P00006842",1002029,"F","26-35",12,"A","0",0,16,5,NA,NA,8838
"2452","P00050342",1000392,"M","18-25",7,"A","0",0,6,5,8,17,3527
"31094","P00279542",1004747,"M","18-25",4,"C","1",0,16,8,NA,NA,7947
"225032","P00304642",1004653,"M","36-45",12,"B","3",1,24,2,14,15,12836
"105728","P00168742",1004279,"M","26-35",16,"B","1",0,24,1,5,NA,11991
"25577","P00182742",1003937,"M","55+",2,"C","2",1,30,1,2,14,15678
"326099","P00114942",1002154,"M","26-35",12,"C","1",1,30,1,15,16,15435
"134728","P00016042",1002818,"M","26-35",12,"B","2",0,30,1,16,NA,15426
"339402","P00255742",1004231,"F","51-55",18,"C","4+",0,26,3,4,NA,13269
"275190","P00227842",1000412,"M","36-45",15,"A","1",1,32,2,5,NA,16206
"49686","P00053342",1001613,"M","18-25",20,"A","1",0,8,1,2,4,4349
"335697","P00115842",1003696,"M","36-45",7,"C","3",0,24,16,NA,NA,12335
"88101","P00171542",1001600,"M","36-45",7,"B","1",1,24,2,5,14,12996
"464666","P00037142",1005570,"M","26-35",1,"B","3",0,30,1,2,5,15744
"264290","P00109242",1004675,"F","18-25",4,"A","2",0,38,6,8,10,20262
"44801","P00000642",1000924,"M","51-55",17,"C","1",1,30,1,6,16,15893
"531573","P00121142",1003842,"F","36-45",16,"B","4+",0,18,8,NA,NA,9705
"409038","P00312542",1002986,"M","26-35",4,"A","2",1,12,8,NA,NA,6080
"219774","P00110942",1003877,"M","46-50",1,"C","1",1,36,1,2,NA,19190
"226662","P00075542",1004933,"M","26-35",15,"B","3",0,16,8,13,NA,7966
"199001","P00103042",1000739,"M","36-45",12,"C","3",0,38,1,14,NA,19418
"409853","P00129342",1003110,"M","26-35",0,"B","3",1,8,1,5,15,3950
"458574","P00360042",1004531,"M","18-25",4,"C","2",0,8,8,NA,NA,3969
"156383","P00110842",1000151,"F","26-35",20,"A","1",1,38,1,2,5,19616
"428369","P00237542",1005956,"F","18-25",4,"B","2",0,22,1,15,16,11683
"7810","P00172542",1001211,"M","18-25",4,"A","1",0,18,5,8,NA,8885
"503935","P00154042",1005627,"M","26-35",0,"A","4+",1,24,1,2,15,12011
"495969","P00023342",1004352,"M","18-25",4,"B","0",0,16,3,4,5,8276
"217567","P00188942",1003586,"M","36-45",20,"A","2",1,12,8,NA,NA,5997
"394100","P00190742",1000678,"M","26-35",0,"A","0",1,22,3,4,9,11014
"268734","P00145042",1005414,"M","0-17",10,"C","2",0,30,1,2,5,15775
"517366","P00011842",1001676,"M","18-25",4,"B","4+",0,6,5,14,NA,3588
"392503","P00196742",1000411,"F","46-50",1,"B","0",1,4,8,NA,NA,1990
"501470","P00198042",1005250,"M","51-55",6,"B","4+",1,14,11,16,NA,7544
"299555","P00139942",1004089,"M","26-35",7,"A","1",0,16,5,NA,NA,8792
"46436","P00110742",1001147,"M","26-35",20,"B","3",1,30,1,2,8,15421
"458855","P00045342",1004591,"M","26-35",15,"A","3",0,16,1,5,17,8324
"73976","P00129542",1005394,"M","18-25",0,"A","2",0,16,8,14,NA,7932
"16788","P00040442",1002608,"F","26-35",1,"A","2",0,6,5,14,NA,3503
"154077","P0096442",1005811,"M","18-25",4,"B","3",0,6,4,5,12,3473
"484959","P00322042",1002753,"F","51-55",20,"B","1",1,10,5,8,NA,5439
"392085","P00114342",1000331,"M","26-35",7,"B","1",0,30,1,8,17,15731
"339665","P00114042",1004273,"M","46-50",13,"A","2",1,10,5,14,NA,5432
"410670","P00204242",1003265,"M","26-35",15,"A","1",0,32,6,8,NA,16267
"87510","P00111242",1001490,"M","51-55",7,"B","4+",1,38,1,18,NA,19314
"211140","P00000642",1002576,"M","18-25",17,"B","0",0,30,1,6,16,15303
"274468","P00230842",1000287,"M","51-55",13,"B","1",1,16,8,NA,NA,7841
"377050","P00042742",1004016,"M","51-55",0,"B","1",0,8,5,14,NA,3643
"189558","P00117942",1005281,"M","26-35",2,"A","2",0,16,5,15,NA,8630
"345990","P00182142",1005281,"M","26-35",2,"A","2",0,30,1,5,6,15552
"66080","P00332942",1004094,"M","26-35",17,"C","3",0,14,5,8,NA,7050
"124699","P00017142",1001253,"F","36-45",20,"C","1",1,16,5,NA,NA,8743
"491941","P00269642",1003768,"M","26-35",4,"B","2",0,8,11,16,NA,4610
"373610","P00028842",1003550,"M","26-35",5,"B","0",0,38,6,8,NA,20014
"100421","P00316642",1003560,"F","26-35",6,"B","4+",1,6,4,5,NA,3472
"483851","P00289942",1002533,"F","26-35",3,"B","1",0,26,3,4,5,13675
"59631","P00256642",1003223,"M","26-35",20,"A","1",1,6,5,NA,NA,3451
"453386","P00174542",1003808,"M","26-35",7,"A","2",1,4,11,15,NA,1570
"449215","P00037542",1003224,"F","26-35",14,"A","3",1,16,1,NA,NA,7866
"82426","P00181342",1000742,"M","18-25",0,"C","1",0,8,11,NA,NA,4676
"282295","P00127942",1001483,"M","18-25",4,"B","1",0,14,1,2,5,7750
"495576","P00123742",1004294,"M","0-17",10,"C","0",0,12,11,NA,NA,6129
"48317","P00294542",1001411,"M","36-45",1,"C","2",0,18,8,NA,NA,9786
"91365","P00158542",1002024,"M","0-17",19,"C","2",0,14,5,6,13,6882
"176780","P00222142",1003385,"F","26-35",9,"C","1",0,14,5,13,NA,7076
"168750","P00233642",1002016,"F","55+",2,"C","2",1,30,1,15,NA,15529
"531067","P00069342",1003792,"M","26-35",6,"A","1",0,10,5,NA,NA,5218
"192180","P00233542",1005686,"M","55+",16,"A","1",1,24,1,15,NA,12051
"519891","P00092442",1002010,"M","18-25",4,"B","0",0,12,2,4,NA,6369
"136282","P00140742",1003054,"M","18-25",4,"B","1",1,24,1,15,NA,12110
"194314","P00155742",1006003,"F","46-50",17,"C","1",0,20,8,NA,NA,9987
"146291","P00255842",1004521,"M","36-45",12,"B","1",0,40,16,NA,NA,20678
"238548","P00338542",1000818,"M","18-25",4,"C","2",0,22,1,NA,NA,11684
"202462","P00116842",1001248,"F","36-45",20,"B","4+",0,32,2,5,8,16359
"310887","P00044442",1005915,"M","18-25",4,"C","0",0,38,1,16,NA,19509
"339903","P00217142",1004305,"F","46-50",17,"B","1",1,24,1,15,NA,11962
"177490","P00145742",1003476,"M","51-55",0,"B","2",1,38,1,2,NA,19337
"514668","P00160342",1001279,"M","36-45",1,"A","2",0,12,8,NA,NA,6163
"269608","P00215442",1005554,"M","26-35",1,"B","1",0,18,15,16,NA,8943
"168060","P00084442",1001925,"M","51-55",7,"B","1",0,2,13,16,NA,583
"393823","P00182642",1000638,"M","26-35",6,"C","1",1,24,2,4,9,12932
"292044","P00182142",1003035,"F","26-35",7,"C","2",1,38,1,5,6,19678
"340858","P00195842",1004438,"M","51-55",0,"C","2",0,16,3,4,8,8038
"67960","P00015842",1004390,"M","26-35",0,"B","2",0,22,1,14,16,11811
"332428","P00275142",1003262,"M","26-35",14,"B","2",1,14,5,8,NA,7065
"167172","P00223242",1001792,"F","26-35",2,"C","3",0,16,5,14,NA,8584
"109242","P00074642",1004808,"M","36-45",0,"A","1",1,10,5,9,14,5338
"273167","P00158042",1000062,"F","36-45",3,"A","1",0,14,8,NA,NA,7787
"129669","P00296042",1001928,"M","0-17",10,"B","1",0,18,8,13,16,9717
"147324","P00256642",1004715,"M","26-35",2,"B","3",0,14,5,NA,NA,7162
"395145","P00365542",1000850,"M","36-45",0,"A","3",1,14,5,8,NA,6863
"192173","P00112342",1005686,"M","55+",16,"A","1",1,0,13,16,NA,399
"91738","P00112542",1002084,"M","18-25",4,"C","2",0,22,1,11,15,11455
"108325","P00243942",1004658,"M","26-35",4,"B","3",1,16,1,2,15,8324
"112784","P00294242",1005398,"M","55+",17,"C","4+",1,2,4,5,NA,1463
"262967","P00313542",1004467,"F","51-55",6,"C","2",1,14,5,8,NA,6872
"403852","P00359742",1002085,"M","18-25",0,"C","4+",0,30,1,5,NA,15710
"57020","P00163542",1002810,"F","0-17",10,"B","2",0,20,2,4,5,9921
"424637","P00084442",1005383,"M","36-45",1,"C","0",0,2,13,16,NA,926
"450241","P00024742",1003391,"M","18-25",4,"A","0",0,16,8,11,NA,7939
"178916","P00341842",1003662,"M","36-45",16,"C","1",0,40,15,16,NA,20823
"326776","P00113242",1002254,"M","36-45",5,"C","3",0,30,1,6,8,15794
"441207","P00000142",1001881,"M","36-45",2,"A","4+",1,16,3,4,5,8346
"536222","P00187942",1004510,"M","46-50",7,"A","4+",1,6,4,8,NA,3465
"415492","P00043742",1003934,"M","26-35",0,"B","2",0,8,5,8,NA,3735
"183842","P00035542",1004352,"M","18-25",4,"B","0",0,26,3,4,12,13200
"93920","P00084642",1002478,"M","51-55",1,"A","0",0,2,13,16,NA,575
"459473","P00119142",1004705,"F","18-25",0,"C","0",1,26,3,4,12,13506
"180798","P00034742",1003917,"F","36-45",9,"A","0",0,16,5,14,17,8814
"259538","P00255842",1003976,"F","26-35",0,"B","4+",0,40,16,NA,NA,20404
"531481","P00153742",1003837,"M","26-35",17,"C","0",0,16,8,NA,NA,7966
"524712","P00318742",1002878,"F","51-55",20,"A","2",1,22,1,8,NA,11508
"427202","P00252542",1005770,"M","26-35",0,"C","3",1,20,8,NA,NA,9932
"452754","P00186142",1003724,"M","36-45",6,"B","4+",0,16,1,2,4,7853
"271876","P00193042",1005888,"M","26-35",20,"B","1",0,10,5,6,16,5382
"186655","P00233842",1004798,"M","26-35",1,"C","4+",0,22,1,15,NA,11801
"454761","P00138542",1003999,"M","36-45",17,"B","4+",0,10,5,6,NA,5295
"536020","P00128942",1004497,"M","51-55",0,"B","3",1,30,1,11,NA,15760
"216548","P00124842",1003462,"F","26-35",4,"B","3",0,14,11,NA,NA,7518
"15180","P00254342",1002258,"F","18-25",4,"B","4+",0,14,5,11,NA,7005
"533166","P00058642",1004070,"M","26-35",15,"C","2",0,6,18,NA,NA,3134
"68098","P00111942",1004416,"M","18-25",4,"A","3",1,20,8,17,NA,9888
"338912","P00346842",1004133,"M","46-50",4,"C","2",0,4,11,NA,NA,1699
"450804","P00184242",1003471,"M","18-25",4,"A","1",0,36,9,15,NA,18908
"415233","P00195942",1003887,"M","18-25",4,"C","1",0,20,3,4,NA,10914
"87977","P00115942",1001586,"M","46-50",7,"B","2",1,18,8,17,NA,9874
"83248","P00216542",1000875,"M","0-17",10,"C","4+",0,18,8,NA,NA,9873
"455677","P00080042",1004115,"M","26-35",15,"B","1",0,14,5,14,NA,6875
"245712","P00138542",1001837,"M","26-35",2,"B","1",0,10,5,6,NA,5213
"282507","P00321742",1001513,"F","36-45",16,"C","4+",1,14,5,8,17,7080
"183389","P00101342",1004286,"M","36-45",17,"C","0",0,32,6,8,NA,16459
"184089","P00082242",1004387,"F","18-25",4,"B","0",0,2,11,NA,NA,1481
"75472","P00028042",1005636,"M","26-35",7,"A","0",1,24,1,16,NA,11969
"88025","P00169742",1001591,"M","51-55",7,"C","1",1,22,1,8,15,11753
"357462","P00030842",1001099,"M","26-35",17,"C","4+",0,24,1,2,15,12037
"182161","P00250242",1004086,"F","0-17",10,"B","2",0,18,5,NA,NA,8877
